filepath,label,criticality,source_dir
IMG-20251105-WA0109.jpg,Low Load,0.13197404411272193,Lowload
IMG-20251105-WA0110.jpg,Low Load,0.18617093600371723,Lowload
IMG-20251105-WA0111.jpg,Low Load,0.21073388447996352,Lowload
IMG-20251105-WA0112.jpg,Low Load,0.20250346577851203,Lowload
IMG-20251105-WA0113.jpg,Low Load,0.22667818917291843,Lowload
IMG-20251105-WA0114.jpg,Low Load,0.2124472348540036,Lowload
IMG-20251105-WA0115.jpg,Low Load,0.17060328332442457,Lowload
IMG-20251105-WA0116.jpg,Low Load,0.17056727437819025,Lowload
IMG-20251105-WA0117.jpg,Low Load,0.13183700993287,Lowload
IMG-20251105-WA0118.jpg,Low Load,0.17933990350681567,Lowload
IMG-20251105-WA0119.jpg,Low Load,0.22297560687660334,Lowload
IMG-20251105-WA0120.jpg,Low Load,0.10493488727898481,Lowload
IMG-20251105-WA0121.jpg,Low Load,0.2080909406329871,Lowload
IMG-20251105-WA0122.jpg,Low Load,0.2011585176259032,Lowload
IMG-20251105-WA0123.jpg,Low Load,0.2263127772179256,Lowload
IMG-20251105-WA0124.jpg,Low Load,0.20592001037706567,Lowload
IMG-20251105-WA0125.jpg,Low Load,0.2393824700481455,Lowload
IMG-20251105-WA0126.jpg,Low Load,0.11583244179203503,Lowload
IMG-20251105-WA0127.jpg,Low Load,0.14250286288276348,Lowload
IMG-20251105-WA0128.jpg,Low Load,0.15789999847596775,Lowload
IMG-20251105-WA0129.jpg,Low Load,0.1374737203192162,Lowload
IMG-20251105-WA0130.jpg,Low Load,0.15335907527593873,Lowload
IMG-20251105-WA0131.jpg,Low Load,0.20009062638746572,Lowload
IMG-20251105-WA0007.jpg,High Load,0.9048397183080277,HighLoad
IMG-20251105-WA0051.jpg,High Load,0.8365980656853979,HighLoad
IMG-20251105-WA0055.jpg,High Load,0.8187421661033821,HighLoad
IMG-20251105-WA0056.jpg,High Load,0.9014689845502732,HighLoad
IMG-20251105-WA0057.jpg,High Load,0.9931442670837216,HighLoad
IMG-20251105-WA0058.jpg,High Load,0.9020661836702746,HighLoad
IMG-20251105-WA0059.jpg,High Load,0.9719549699270891,HighLoad
IMG-20251105-WA0063.jpg,High Load,0.9087047485563325,HighLoad
IMG-20251105-WA0068.jpg,High Load,0.9871866791571688,HighLoad
IMG-20251105-WA0069.jpg,High Load,0.9945172544730616,HighLoad
IMG-20251105-WA0073.jpg,High Load,0.8026935654470154,HighLoad
IMG-20251105-WA0074.jpg,High Load,0.7642391280732874,HighLoad
IMG-20251105-WA0075.jpg,High Load,0.8392679653181148,HighLoad
IMG-20251105-WA0076.jpg,High Load,0.7681500718881927,HighLoad
IMG-20251105-WA0078.jpg,High Load,0.7752892864981163,HighLoad
IMG-20251105-WA0081.jpg,High Load,0.9369208275945794,HighLoad
IMG-20251105-WA0083.jpg,High Load,0.9876563271438112,HighLoad
IMG-20251105-WA0084.jpg,High Load,0.7835562238111287,HighLoad
IMG-20251105-WA0085.jpg,High Load,0.884477063572745,HighLoad
IMG-20251105-WA0086.jpg,High Load,0.8188711948115505,HighLoad
IMG-20251105-WA0087.jpg,High Load,0.979398755161536,HighLoad
IMG-20251105-WA0088.jpg,High Load,0.8029959160465159,HighLoad
IMG-20251105-WA0089.jpg,High Load,0.8319089026292946,HighLoad
IMG-20251105-WA0090.jpg,High Load,0.9240137787774694,HighLoad
IMG-20251105-WA0091.jpg,High Load,0.9375763778854654,HighLoad
IMG-20251105-WA0092.jpg,High Load,0.9091066608802177,HighLoad
IMG-20251105-WA0093.jpg,High Load,0.7751432857404913,HighLoad
IMG-20251105-WA0094.jpg,High Load,0.9761308289432253,HighLoad
IMG-20251105-WA0095.jpg,High Load,0.9545151618145029,HighLoad
IMG-20251105-WA0096.jpg,High Load,0.9900107480490056,HighLoad
IMG-20251105-WA0097.jpg,High Load,0.8829499241206223,HighLoad
IMG-20251105-WA0098.jpg,High Load,0.9622602799736244,HighLoad
